,algo,env_id,seed,episode_index,episodic_return,episode_length,max_episode_steps,duration_rate,weights
6494,ppo,Pusher-v5,3,94,-11.106038591236077,100,100,1.0,ga1
6495,ppo,Pusher-v5,3,95,-12.433420282423686,100,100,1.0,ga1
6496,ppo,Pusher-v5,3,96,-11.858877303132608,100,100,1.0,ga1
6497,ppo,Pusher-v5,3,97,-12.159117506553242,100,100,1.0,ga1
6498,ppo,Pusher-v5,3,98,-12.153150123816069,100,100,1.0,ga1
6499,ppo,Pusher-v5,3,99,-11.683697357635872,100,100,1.0,ga1
6500,ppo,Pusher-v5,7,0,-26.46318819143932,100,100,1.0,ga1
6501,ppo,Pusher-v5,7,1,-4.142427709417376,100,100,1.0,ga1
6502,ppo,Pusher-v5,7,2,-4.531755717517291,100,100,1.0,ga1
6503,ppo,Pusher-v5,7,3,-3.9749987734513423,100,100,1.0,ga1
6504,ppo,Pusher-v5,7,4,-3.8853946883011456,100,100,1.0,ga1
6505,ppo,Pusher-v5,7,5,-4.426042694235026,100,100,1.0,ga1
6506,ppo,Pusher-v5,7,6,-4.522475156642055,100,100,1.0,ga1
6507,ppo,Pusher-v5,7,7,-4.42189305858011,100,100,1.0,ga1
6508,ppo,Pusher-v5,7,8,-5.166142859451367,100,100,1.0,ga1
6509,ppo,Pusher-v5,7,9,-4.685405181272119,100,100,1.0,ga1
6510,ppo,Pusher-v5,7,10,-4.75556822620463,100,100,1.0,ga1
6511,ppo,Pusher-v5,7,11,-4.864735145899594,100,100,1.0,ga1
6512,ppo,Pusher-v5,7,12,-5.534108163696551,100,100,1.0,ga1
6513,ppo,Pusher-v5,7,13,-5.39024325742893,100,100,1.0,ga1
6514,ppo,Pusher-v5,7,14,-6.0516056241503815,100,100,1.0,ga1
6515,ppo,Pusher-v5,7,15,-5.8614894575952405,100,100,1.0,ga1
6516,ppo,Pusher-v5,7,16,-6.591589786154461,100,100,1.0,ga1
6517,ppo,Pusher-v5,7,17,-5.864089873860071,100,100,1.0,ga1
6518,ppo,Pusher-v5,7,18,-7.2290476419754786,100,100,1.0,ga1
6519,ppo,Pusher-v5,7,19,-6.168061376384178,100,100,1.0,ga1
6520,ppo,Pusher-v5,7,20,-6.900099635861299,100,100,1.0,ga1
6521,ppo,Pusher-v5,7,21,-7.014444187939684,100,100,1.0,ga1
6522,ppo,Pusher-v5,7,22,-6.991624621422789,100,100,1.0,ga1
6523,ppo,Pusher-v5,7,23,-6.671555847027498,100,100,1.0,ga1
6524,ppo,Pusher-v5,7,24,-6.967909577336849,100,100,1.0,ga1
6525,ppo,Pusher-v5,7,25,-7.260830191460728,100,100,1.0,ga1
6526,ppo,Pusher-v5,7,26,-7.304031964166024,100,100,1.0,ga1
6527,ppo,Pusher-v5,7,27,-7.640342950001939,100,100,1.0,ga1
6528,ppo,Pusher-v5,7,28,-7.1878582379585705,100,100,1.0,ga1
6529,ppo,Pusher-v5,7,29,-7.811379585081365,100,100,1.0,ga1
6530,ppo,Pusher-v5,7,30,-7.995134962046646,100,100,1.0,ga1
6531,ppo,Pusher-v5,7,31,-7.646641059377279,100,100,1.0,ga1
6532,ppo,Pusher-v5,7,32,-8.38455561890302,100,100,1.0,ga1
6533,ppo,Pusher-v5,7,33,-8.070235166545688,100,100,1.0,ga1
6534,ppo,Pusher-v5,7,34,-7.967072374891144,100,100,1.0,ga1
6535,ppo,Pusher-v5,7,35,-8.696618147560487,100,100,1.0,ga1
6536,ppo,Pusher-v5,7,36,-8.863155939122539,100,100,1.0,ga1
6537,ppo,Pusher-v5,7,37,-9.173907258124547,100,100,1.0,ga1
6538,ppo,Pusher-v5,7,38,-8.536867595915101,100,100,1.0,ga1
6539,ppo,Pusher-v5,7,39,-8.944527322262909,100,100,1.0,ga1
6540,ppo,Pusher-v5,7,40,-9.125790475444507,100,100,1.0,ga1
6541,ppo,Pusher-v5,7,41,-8.37008211053385,100,100,1.0,ga1
6542,ppo,Pusher-v5,7,42,-8.841181781318047,100,100,1.0,ga1
6543,ppo,Pusher-v5,7,43,-9.655688142757452,100,100,1.0,ga1
6544,ppo,Pusher-v5,7,44,-9.8059125213418,100,100,1.0,ga1
6545,ppo,Pusher-v5,7,45,-10.08851674000934,100,100,1.0,ga1
6546,ppo,Pusher-v5,7,46,-9.906855221512624,100,100,1.0,ga1
6547,ppo,Pusher-v5,7,47,-9.37335142486697,100,100,1.0,ga1
6548,ppo,Pusher-v5,7,48,-9.933353459814867,100,100,1.0,ga1
6549,ppo,Pusher-v5,7,49,-10.070441185100616,100,100,1.0,ga1
6550,ppo,Pusher-v5,7,50,-10.028200280914936,100,100,1.0,ga1
6551,ppo,Pusher-v5,7,51,-10.31749298686594,100,100,1.0,ga1
6552,ppo,Pusher-v5,7,52,-10.04263815351533,100,100,1.0,ga1
6553,ppo,Pusher-v5,7,53,-10.613842514642217,100,100,1.0,ga1
6554,ppo,Pusher-v5,7,54,-10.03032779734177,100,100,1.0,ga1
6555,ppo,Pusher-v5,7,55,-10.250397634643932,100,100,1.0,ga1
6556,ppo,Pusher-v5,7,56,-11.508651431611112,100,100,1.0,ga1
6557,ppo,Pusher-v5,7,57,-10.737131680121742,100,100,1.0,ga1
6558,ppo,Pusher-v5,7,58,-10.030464785263984,100,100,1.0,ga1
6559,ppo,Pusher-v5,7,59,-10.840046024826588,100,100,1.0,ga1
6560,ppo,Pusher-v5,7,60,-10.60744982544895,100,100,1.0,ga1
6561,ppo,Pusher-v5,7,61,-10.786793950437524,100,100,1.0,ga1
6562,ppo,Pusher-v5,7,62,-10.786794234880276,100,100,1.0,ga1
6563,ppo,Pusher-v5,7,63,-10.293688426558424,100,100,1.0,ga1
6564,ppo,Pusher-v5,7,64,-10.834572065685984,100,100,1.0,ga1
6565,ppo,Pusher-v5,7,65,-11.270864758290143,100,100,1.0,ga1
6566,ppo,Pusher-v5,7,66,-10.25410823445641,100,100,1.0,ga1
6567,ppo,Pusher-v5,7,67,-10.742841010091762,100,100,1.0,ga1
6568,ppo,Pusher-v5,7,68,-12.182601633729895,100,100,1.0,ga1
6569,ppo,Pusher-v5,7,69,-12.371902063791817,100,100,1.0,ga1
6570,ppo,Pusher-v5,7,70,-10.945758246045536,100,100,1.0,ga1
6571,ppo,Pusher-v5,7,71,-11.951265449483513,100,100,1.0,ga1
6572,ppo,Pusher-v5,7,72,-11.42251150336812,100,100,1.0,ga1
6573,ppo,Pusher-v5,7,73,-11.879632452876775,100,100,1.0,ga1
6574,ppo,Pusher-v5,7,74,-11.52357123988419,100,100,1.0,ga1
6575,ppo,Pusher-v5,7,75,-11.487898029839572,100,100,1.0,ga1
6576,ppo,Pusher-v5,7,76,-12.641032949452809,100,100,1.0,ga1
6577,ppo,Pusher-v5,7,77,-12.042817535707972,100,100,1.0,ga1
6578,ppo,Pusher-v5,7,78,-11.86522423654687,100,100,1.0,ga1
6579,ppo,Pusher-v5,7,79,-11.573563319745874,100,100,1.0,ga1
6580,ppo,Pusher-v5,7,80,-11.38970879846519,100,100,1.0,ga1
6581,ppo,Pusher-v5,7,81,-11.208501483050174,100,100,1.0,ga1
6582,ppo,Pusher-v5,7,82,-12.331867579999964,100,100,1.0,ga1
6583,ppo,Pusher-v5,7,83,-11.478589614754858,100,100,1.0,ga1
6584,ppo,Pusher-v5,7,84,-12.147685752230164,100,100,1.0,ga1
6585,ppo,Pusher-v5,7,85,-12.452449028368294,100,100,1.0,ga1
6586,ppo,Pusher-v5,7,86,-12.405970198031206,100,100,1.0,ga1
6587,ppo,Pusher-v5,7,87,-11.921837851575058,100,100,1.0,ga1
6588,ppo,Pusher-v5,7,88,-12.742010265710425,100,100,1.0,ga1
6589,ppo,Pusher-v5,7,89,-12.626436830352628,100,100,1.0,ga1
6590,ppo,Pusher-v5,7,90,-13.035527154902107,100,100,1.0,ga1
6591,ppo,Pusher-v5,7,91,-13.67481859417532,100,100,1.0,ga1
6592,ppo,Pusher-v5,7,92,-13.046808772880524,100,100,1.0,ga1
6593,ppo,Pusher-v5,7,93,-13.87400549784672,100,100,1.0,ga1
6594,ppo,Pusher-v5,7,94,-12.617718327570788,100,100,1.0,ga1
6595,ppo,Pusher-v5,7,95,-12.053835709943646,100,100,1.0,ga1
6596,ppo,Pusher-v5,7,96,-12.060916224296802,100,100,1.0,ga1
6597,ppo,Pusher-v5,7,97,-13.617122982816838,100,100,1.0,ga1
6598,ppo,Pusher-v5,7,98,-13.391710950171497,100,100,1.0,ga1
6599,ppo,Pusher-v5,7,99,-13.11124773055093,100,100,1.0,ga1
6600,ppo,Pusher-v5,8,0,-27.141644093007304,100,100,1.0,ga1
6601,ppo,Pusher-v5,8,1,-5.600905891220002,100,100,1.0,ga1
6602,ppo,Pusher-v5,8,2,-3.870001704585695,100,100,1.0,ga1
6603,ppo,Pusher-v5,8,3,-2.358938414291106,100,100,1.0,ga1
6604,ppo,Pusher-v5,8,4,-2.812590362162453,100,100,1.0,ga1
6605,ppo,Pusher-v5,8,5,-3.647524497509584,100,100,1.0,ga1
6606,ppo,Pusher-v5,8,6,-4.903487933233203,100,100,1.0,ga1
6607,ppo,Pusher-v5,8,7,-4.596121243760535,100,100,1.0,ga1
6608,ppo,Pusher-v5,8,8,-3.4390696863639096,100,100,1.0,ga1
6609,ppo,Pusher-v5,8,9,-3.3483666149748865,100,100,1.0,ga1
6610,ppo,Pusher-v5,8,10,-2.947271687569552,100,100,1.0,ga1
6611,ppo,Pusher-v5,8,11,-3.6219561627414407,100,100,1.0,ga1
6612,ppo,Pusher-v5,8,12,-3.6021554455103857,100,100,1.0,ga1
6613,ppo,Pusher-v5,8,13,-5.678588694872743,100,100,1.0,ga1
6614,ppo,Pusher-v5,8,14,-5.16151894798129,100,100,1.0,ga1
6615,ppo,Pusher-v5,8,15,-5.289851779109006,100,100,1.0,ga1
6616,ppo,Pusher-v5,8,16,-4.465869145077357,100,100,1.0,ga1
6617,ppo,Pusher-v5,8,17,-5.984772180623601,100,100,1.0,ga1
6618,ppo,Pusher-v5,8,18,-6.009622049453962,100,100,1.0,ga1
6619,ppo,Pusher-v5,8,19,-4.594086502998544,100,100,1.0,ga1
6620,ppo,Pusher-v5,8,20,-6.655755966962193,100,100,1.0,ga1
6621,ppo,Pusher-v5,8,21,-4.743071306224056,100,100,1.0,ga1
6622,ppo,Pusher-v5,8,22,-4.268888871690005,100,100,1.0,ga1
6623,ppo,Pusher-v5,8,23,-6.975563217988627,100,100,1.0,ga1
6624,ppo,Pusher-v5,8,24,-4.749820000111308,100,100,1.0,ga1
6625,ppo,Pusher-v5,8,25,-4.390192952662225,100,100,1.0,ga1
6626,ppo,Pusher-v5,8,26,-5.952332634012451,100,100,1.0,ga1
6627,ppo,Pusher-v5,8,27,-4.455501413404731,100,100,1.0,ga1
6628,ppo,Pusher-v5,8,28,-5.060028892152963,100,100,1.0,ga1
6629,ppo,Pusher-v5,8,29,-5.310343751644397,100,100,1.0,ga1
6630,ppo,Pusher-v5,8,30,-6.946523570958939,100,100,1.0,ga1
6631,ppo,Pusher-v5,8,31,-5.577521985788575,100,100,1.0,ga1
6632,ppo,Pusher-v5,8,32,-8.040639458895553,100,100,1.0,ga1
6633,ppo,Pusher-v5,8,33,-5.451571323306807,100,100,1.0,ga1
6634,ppo,Pusher-v5,8,34,-6.148882721605831,100,100,1.0,ga1
6635,ppo,Pusher-v5,8,35,-8.004354235238582,100,100,1.0,ga1
6636,ppo,Pusher-v5,8,36,-6.162137987096361,100,100,1.0,ga1
6637,ppo,Pusher-v5,8,37,-4.495543955475508,100,100,1.0,ga1
6638,ppo,Pusher-v5,8,38,-8.249016034357302,100,100,1.0,ga1
6639,ppo,Pusher-v5,8,39,-7.790884040696039,100,100,1.0,ga1
6640,ppo,Pusher-v5,8,40,-4.366332741123991,100,100,1.0,ga1
6641,ppo,Pusher-v5,8,41,-4.633124593438291,100,100,1.0,ga1
6642,ppo,Pusher-v5,8,42,-4.735679713270169,100,100,1.0,ga1
6643,ppo,Pusher-v5,8,43,-7.112398020873003,100,100,1.0,ga1
6644,ppo,Pusher-v5,8,44,-8.275162165170508,100,100,1.0,ga1
6645,ppo,Pusher-v5,8,45,-6.205705731215296,100,100,1.0,ga1
6646,ppo,Pusher-v5,8,46,-4.902998021425869,100,100,1.0,ga1
6647,ppo,Pusher-v5,8,47,-6.935076795962408,100,100,1.0,ga1
6648,ppo,Pusher-v5,8,48,-8.485335246899727,100,100,1.0,ga1
6649,ppo,Pusher-v5,8,49,-7.368111325052596,100,100,1.0,ga1
6650,ppo,Pusher-v5,8,50,-5.345247692758909,100,100,1.0,ga1
6651,ppo,Pusher-v5,8,51,-4.580887802756274,100,100,1.0,ga1
6652,ppo,Pusher-v5,8,52,-8.452324264740932,100,100,1.0,ga1
6653,ppo,Pusher-v5,8,53,-5.116573737748585,100,100,1.0,ga1
6654,ppo,Pusher-v5,8,54,-4.362763436211984,100,100,1.0,ga1
6655,ppo,Pusher-v5,8,55,-5.340001245548844,100,100,1.0,ga1
6656,ppo,Pusher-v5,8,56,-6.467891218039667,100,100,1.0,ga1
6657,ppo,Pusher-v5,8,57,-5.920240717805441,100,100,1.0,ga1
6658,ppo,Pusher-v5,8,58,-6.347748884048853,100,100,1.0,ga1
6659,ppo,Pusher-v5,8,59,-8.187593903249013,100,100,1.0,ga1
6660,ppo,Pusher-v5,8,60,-5.277906606518832,100,100,1.0,ga1
6661,ppo,Pusher-v5,8,61,-4.89431464748326,100,100,1.0,ga1
6662,ppo,Pusher-v5,8,62,-5.013316714268933,100,100,1.0,ga1
6663,ppo,Pusher-v5,8,63,-5.556506332322837,100,100,1.0,ga1
6664,ppo,Pusher-v5,8,64,-8.793658111690986,100,100,1.0,ga1
6665,ppo,Pusher-v5,8,65,-7.030636252028976,100,100,1.0,ga1
6666,ppo,Pusher-v5,8,66,-6.619271389395042,100,100,1.0,ga1
6667,ppo,Pusher-v5,8,67,-7.351308093217284,100,100,1.0,ga1
6668,ppo,Pusher-v5,8,68,-4.782110348322152,100,100,1.0,ga1
6669,ppo,Pusher-v5,8,69,-6.5146492188741245,100,100,1.0,ga1
6670,ppo,Pusher-v5,8,70,-5.263428386108418,100,100,1.0,ga1
6671,ppo,Pusher-v5,8,71,-8.812684471097008,100,100,1.0,ga1
6672,ppo,Pusher-v5,8,72,-8.844395083354003,100,100,1.0,ga1
6673,ppo,Pusher-v5,8,73,-7.478862429219282,100,100,1.0,ga1
6674,ppo,Pusher-v5,8,74,-6.470209254987457,100,100,1.0,ga1
6675,ppo,Pusher-v5,8,75,-8.91198936189268,100,100,1.0,ga1
6676,ppo,Pusher-v5,8,76,-4.378845643625055,100,100,1.0,ga1
6677,ppo,Pusher-v5,8,77,-6.391858119774266,100,100,1.0,ga1
6678,ppo,Pusher-v5,8,78,-7.889256969891641,100,100,1.0,ga1
6679,ppo,Pusher-v5,8,79,-4.646989497385927,100,100,1.0,ga1
6680,ppo,Pusher-v5,8,80,-5.829909559362896,100,100,1.0,ga1
6681,ppo,Pusher-v5,8,81,-8.831370998958553,100,100,1.0,ga1
6682,ppo,Pusher-v5,8,82,-5.1111607124127385,100,100,1.0,ga1
6683,ppo,Pusher-v5,8,83,-6.050034867350386,100,100,1.0,ga1
6684,ppo,Pusher-v5,8,84,-8.659885355399089,100,100,1.0,ga1
6685,ppo,Pusher-v5,8,85,-9.012213726473249,100,100,1.0,ga1
6686,ppo,Pusher-v5,8,86,-6.117744551306521,100,100,1.0,ga1
6687,ppo,Pusher-v5,8,87,-5.094152673787188,100,100,1.0,ga1
6688,ppo,Pusher-v5,8,88,-7.093415111226444,100,100,1.0,ga1
6689,ppo,Pusher-v5,8,89,-5.567784372927703,100,100,1.0,ga1
6690,ppo,Pusher-v5,8,90,-6.847810575381073,100,100,1.0,ga1
6691,ppo,Pusher-v5,8,91,-5.349807371651004,100,100,1.0,ga1
6692,ppo,Pusher-v5,8,92,-8.767114018758106,100,100,1.0,ga1
6693,ppo,Pusher-v5,8,93,-6.069895016376128,100,100,1.0,ga1
6694,ppo,Pusher-v5,8,94,-6.167547516781674,100,100,1.0,ga1
6695,ppo,Pusher-v5,8,95,-7.584590640020874,100,100,1.0,ga1
6696,ppo,Pusher-v5,8,96,-7.964777025930745,100,100,1.0,ga1
6697,ppo,Pusher-v5,8,97,-5.165865620559302,100,100,1.0,ga1
6698,ppo,Pusher-v5,8,98,-9.636488303696456,100,100,1.0,ga1
6699,ppo,Pusher-v5,8,99,-5.12940135865112,100,100,1.0,ga1
6700,ppo,Pusher-v5,9,0,-27.153182476555354,100,100,1.0,ga1
6701,ppo,Pusher-v5,9,1,-5.241865149502457,100,100,1.0,ga1
6702,ppo,Pusher-v5,9,2,-3.7736784292460905,100,100,1.0,ga1
6703,ppo,Pusher-v5,9,3,-3.4334574652610264,100,100,1.0,ga1
6704,ppo,Pusher-v5,9,4,-4.081770953125047,100,100,1.0,ga1
6705,ppo,Pusher-v5,9,5,-3.355854788918597,100,100,1.0,ga1
6706,ppo,Pusher-v5,9,6,-4.046147978644607,100,100,1.0,ga1
6707,ppo,Pusher-v5,9,7,-4.326260880365323,100,100,1.0,ga1
6708,ppo,Pusher-v5,9,8,-3.6983483327787976,100,100,1.0,ga1
6709,ppo,Pusher-v5,9,9,-3.607362137067656,100,100,1.0,ga1
6710,ppo,Pusher-v5,9,10,-4.410706006701862,100,100,1.0,ga1
6711,ppo,Pusher-v5,9,11,-4.872767872988559,100,100,1.0,ga1
6712,ppo,Pusher-v5,9,12,-4.61235304570564,100,100,1.0,ga1
6713,ppo,Pusher-v5,9,13,-5.329679604852277,100,100,1.0,ga1
6714,ppo,Pusher-v5,9,14,-6.261685266704797,100,100,1.0,ga1
6715,ppo,Pusher-v5,9,15,-5.20065232721701,100,100,1.0,ga1
6716,ppo,Pusher-v5,9,16,-6.754245307030929,100,100,1.0,ga1
6717,ppo,Pusher-v5,9,17,-4.989070473505832,100,100,1.0,ga1
6718,ppo,Pusher-v5,9,18,-6.276766271435452,100,100,1.0,ga1
6719,ppo,Pusher-v5,9,19,-5.706302501240596,100,100,1.0,ga1
6720,ppo,Pusher-v5,9,20,-6.686755089497003,100,100,1.0,ga1
6721,ppo,Pusher-v5,9,21,-6.134844443834428,100,100,1.0,ga1
6722,ppo,Pusher-v5,9,22,-6.187733638253729,100,100,1.0,ga1
6723,ppo,Pusher-v5,9,23,-6.703112045225392,100,100,1.0,ga1
6724,ppo,Pusher-v5,9,24,-6.772121672996827,100,100,1.0,ga1
6725,ppo,Pusher-v5,9,25,-7.409255721916427,100,100,1.0,ga1
6726,ppo,Pusher-v5,9,26,-5.528399330024712,100,100,1.0,ga1
6727,ppo,Pusher-v5,9,27,-7.733133448164234,100,100,1.0,ga1
6728,ppo,Pusher-v5,9,28,-7.072423295731735,100,100,1.0,ga1
6729,ppo,Pusher-v5,9,29,-6.132543275397492,100,100,1.0,ga1
6730,ppo,Pusher-v5,9,30,-7.712708442177576,100,100,1.0,ga1
6731,ppo,Pusher-v5,9,31,-7.148244299482731,100,100,1.0,ga1
6732,ppo,Pusher-v5,9,32,-6.21161159595831,100,100,1.0,ga1
6733,ppo,Pusher-v5,9,33,-8.288745511897893,100,100,1.0,ga1
6734,ppo,Pusher-v5,9,34,-7.349214313330242,100,100,1.0,ga1
6735,ppo,Pusher-v5,9,35,-8.400161693932112,100,100,1.0,ga1
6736,ppo,Pusher-v5,9,36,-6.116306743927516,100,100,1.0,ga1
6737,ppo,Pusher-v5,9,37,-7.395070591858273,100,100,1.0,ga1
6738,ppo,Pusher-v5,9,38,-7.395141191894051,100,100,1.0,ga1
6739,ppo,Pusher-v5,9,39,-6.416738921815961,100,100,1.0,ga1
6740,ppo,Pusher-v5,9,40,-6.611731057127505,100,100,1.0,ga1
6741,ppo,Pusher-v5,9,41,-6.624937583897256,100,100,1.0,ga1
6742,ppo,Pusher-v5,9,42,-8.555085720271276,100,100,1.0,ga1
6743,ppo,Pusher-v5,9,43,-7.857192519186735,100,100,1.0,ga1
6744,ppo,Pusher-v5,9,44,-9.079545469424218,100,100,1.0,ga1
6745,ppo,Pusher-v5,9,45,-7.884402428038324,100,100,1.0,ga1
6746,ppo,Pusher-v5,9,46,-8.813812353653455,100,100,1.0,ga1
6747,ppo,Pusher-v5,9,47,-8.348914563743167,100,100,1.0,ga1
6748,ppo,Pusher-v5,9,48,-7.77693829334858,100,100,1.0,ga1
6749,ppo,Pusher-v5,9,49,-6.851050157623266,100,100,1.0,ga1
6750,ppo,Pusher-v5,9,50,-7.056164891391305,100,100,1.0,ga1
6751,ppo,Pusher-v5,9,51,-9.594096937142051,100,100,1.0,ga1
6752,ppo,Pusher-v5,9,52,-7.098219267585613,100,100,1.0,ga1
6753,ppo,Pusher-v5,9,53,-7.245284999940146,100,100,1.0,ga1
6754,ppo,Pusher-v5,9,54,-7.191826177173633,100,100,1.0,ga1
6755,ppo,Pusher-v5,9,55,-9.647935616661949,100,100,1.0,ga1
6756,ppo,Pusher-v5,9,56,-9.646676929421764,100,100,1.0,ga1
6757,ppo,Pusher-v5,9,57,-9.207088324684792,100,100,1.0,ga1
6758,ppo,Pusher-v5,9,58,-8.085756281381485,100,100,1.0,ga1
6759,ppo,Pusher-v5,9,59,-6.994589180788532,100,100,1.0,ga1
6760,ppo,Pusher-v5,9,60,-6.976029735429206,100,100,1.0,ga1
6761,ppo,Pusher-v5,9,61,-6.894285453334233,100,100,1.0,ga1
6762,ppo,Pusher-v5,9,62,-8.805775856213913,100,100,1.0,ga1
6763,ppo,Pusher-v5,9,63,-8.507050418336517,100,100,1.0,ga1
6764,ppo,Pusher-v5,9,64,-6.958921676848043,100,100,1.0,ga1
6765,ppo,Pusher-v5,9,65,-9.685669196337932,100,100,1.0,ga1
6766,ppo,Pusher-v5,9,66,-9.675555658271431,100,100,1.0,ga1
6767,ppo,Pusher-v5,9,67,-7.743137425083581,100,100,1.0,ga1
6768,ppo,Pusher-v5,9,68,-9.169795190473131,100,100,1.0,ga1
6769,ppo,Pusher-v5,9,69,-8.025195857954118,100,100,1.0,ga1
6770,ppo,Pusher-v5,9,70,-8.501536356847993,100,100,1.0,ga1
6771,ppo,Pusher-v5,9,71,-8.686843767221472,100,100,1.0,ga1
6772,ppo,Pusher-v5,9,72,-8.750190354915194,100,100,1.0,ga1
6773,ppo,Pusher-v5,9,73,-9.628944932717635,100,100,1.0,ga1
6774,ppo,Pusher-v5,9,74,-10.03787186960205,100,100,1.0,ga1
6775,ppo,Pusher-v5,9,75,-7.55278583354574,100,100,1.0,ga1
6776,ppo,Pusher-v5,9,76,-10.225796473453924,100,100,1.0,ga1
6777,ppo,Pusher-v5,9,77,-8.281535529681372,100,100,1.0,ga1
6778,ppo,Pusher-v5,9,78,-7.432002398035138,100,100,1.0,ga1
6779,ppo,Pusher-v5,9,79,-9.5068468592045,100,100,1.0,ga1
6780,ppo,Pusher-v5,9,80,-8.913910627234227,100,100,1.0,ga1
6781,ppo,Pusher-v5,9,81,-8.934391467826622,100,100,1.0,ga1
6782,ppo,Pusher-v5,9,82,-9.762829830902325,100,100,1.0,ga1
6783,ppo,Pusher-v5,9,83,-8.786375336310163,100,100,1.0,ga1
6784,ppo,Pusher-v5,9,84,-8.728645288275082,100,100,1.0,ga1
6785,ppo,Pusher-v5,9,85,-9.648488494995272,100,100,1.0,ga1
6786,ppo,Pusher-v5,9,86,-8.015313256585742,100,100,1.0,ga1
6787,ppo,Pusher-v5,9,87,-10.808728369039134,100,100,1.0,ga1
6788,ppo,Pusher-v5,9,88,-8.198907126001327,100,100,1.0,ga1
6789,ppo,Pusher-v5,9,89,-11.283832864326037,100,100,1.0,ga1
6790,ppo,Pusher-v5,9,90,-8.153629705475886,100,100,1.0,ga1
6791,ppo,Pusher-v5,9,91,-11.525559428423776,100,100,1.0,ga1
6792,ppo,Pusher-v5,9,92,-8.580338380849819,100,100,1.0,ga1
6793,ppo,Pusher-v5,9,93,-10.372337929796124,100,100,1.0,ga1
6794,ppo,Pusher-v5,9,94,-10.440189463618472,100,100,1.0,ga1
6795,ppo,Pusher-v5,9,95,-11.169103751477524,100,100,1.0,ga1
6796,ppo,Pusher-v5,9,96,-8.534384351278124,100,100,1.0,ga1
6797,ppo,Pusher-v5,9,97,-9.97862918834336,100,100,1.0,ga1
6798,ppo,Pusher-v5,9,98,-8.069123551788676,100,100,1.0,ga1
6799,ppo,Pusher-v5,9,99,-10.99317810041729,100,100,1.0,ga1
6800,ppo,Pusher-v5,10,0,-26.51644016044983,100,100,1.0,ga1
6801,ppo,Pusher-v5,10,1,-4.634938111676624,100,100,1.0,ga1
6802,ppo,Pusher-v5,10,2,-3.860102846728957,100,100,1.0,ga1
6803,ppo,Pusher-v5,10,3,-4.277995819211879,100,100,1.0,ga1
6804,ppo,Pusher-v5,10,4,-3.9274504154714753,100,100,1.0,ga1
6805,ppo,Pusher-v5,10,5,-4.175813970715907,100,100,1.0,ga1
6806,ppo,Pusher-v5,10,6,-4.086779603168351,100,100,1.0,ga1
6807,ppo,Pusher-v5,10,7,-4.41294178377448,100,100,1.0,ga1
6808,ppo,Pusher-v5,10,8,-4.560046355201949,100,100,1.0,ga1
6809,ppo,Pusher-v5,10,9,-5.248602140318404,100,100,1.0,ga1
6810,ppo,Pusher-v5,10,10,-5.378712969906423,100,100,1.0,ga1
6811,ppo,Pusher-v5,10,11,-5.941947716759501,100,100,1.0,ga1
6812,ppo,Pusher-v5,10,12,-5.570205045576141,100,100,1.0,ga1
6813,ppo,Pusher-v5,10,13,-6.360651796993476,100,100,1.0,ga1
6814,ppo,Pusher-v5,10,14,-5.500341094017416,100,100,1.0,ga1
6815,ppo,Pusher-v5,10,15,-7.176961510571286,100,100,1.0,ga1
6816,ppo,Pusher-v5,10,16,-6.3384612595514085,100,100,1.0,ga1
6817,ppo,Pusher-v5,10,17,-6.381603484525184,100,100,1.0,ga1
6818,ppo,Pusher-v5,10,18,-8.133584991894846,100,100,1.0,ga1
6819,ppo,Pusher-v5,10,19,-6.595208742447276,100,100,1.0,ga1
6820,ppo,Pusher-v5,10,20,-6.89173661728128,100,100,1.0,ga1
6821,ppo,Pusher-v5,10,21,-8.554982660999725,100,100,1.0,ga1
6822,ppo,Pusher-v5,10,22,-6.8466464828076345,100,100,1.0,ga1
6823,ppo,Pusher-v5,10,23,-7.364834780463719,100,100,1.0,ga1
6824,ppo,Pusher-v5,10,24,-8.212015969556495,100,100,1.0,ga1
6825,ppo,Pusher-v5,10,25,-7.265941112935986,100,100,1.0,ga1
6826,ppo,Pusher-v5,10,26,-7.9264319163549635,100,100,1.0,ga1
6827,ppo,Pusher-v5,10,27,-7.818094074376724,100,100,1.0,ga1
6828,ppo,Pusher-v5,10,28,-8.060042398453744,100,100,1.0,ga1
6829,ppo,Pusher-v5,10,29,-8.721658767996571,100,100,1.0,ga1
6830,ppo,Pusher-v5,10,30,-10.527162729969149,100,100,1.0,ga1
6831,ppo,Pusher-v5,10,31,-8.425436438747175,100,100,1.0,ga1
6832,ppo,Pusher-v5,10,32,-9.244070386012062,100,100,1.0,ga1
6833,ppo,Pusher-v5,10,33,-10.318634814827544,100,100,1.0,ga1
6834,ppo,Pusher-v5,10,34,-8.640311155755231,100,100,1.0,ga1
6835,ppo,Pusher-v5,10,35,-7.881785493512527,100,100,1.0,ga1
6836,ppo,Pusher-v5,10,36,-10.69821855897673,100,100,1.0,ga1
6837,ppo,Pusher-v5,10,37,-9.488709581873616,100,100,1.0,ga1
6838,ppo,Pusher-v5,10,38,-8.101762177854884,100,100,1.0,ga1
6839,ppo,Pusher-v5,10,39,-7.898332798445803,100,100,1.0,ga1
6840,ppo,Pusher-v5,10,40,-9.1734507415348,100,100,1.0,ga1
6841,ppo,Pusher-v5,10,41,-9.23596513797063,100,100,1.0,ga1
